hometown_id,total_athletes,city_name,state_code,latitude,longitude,state_latitude,state_longitude,ht_name,region,elevation,distance_to_west_coast_km,distance_to_east_coast_km,distance_to_nearest_coast_km,climate_zone
HT_IL_Oak_Lawn,1,Oak Lawn,IL,41.7108662,-87.7581081,40.3495,-88.9861,"Oak Lawn, IL",Midwest,184.0,2982.4212299036312,1157.390251424037,1157.390251424037,Temperate
HT_IL_Oak_Park,11,Oak Park,IL,41.8878145,-87.7887615,40.3495,-88.9861,"Oak Park, IL",Midwest,191.0,2978.8505605314085,1160.4136949939207,1160.4136949939207,Temperate
HT_IL_Oaklawn,1,Oaklawn,IL,41.4874017,-90.4479454,40.3495,-88.9861,"Oaklawn, IL",Midwest,220.0,2759.5403013356895,1381.839892264363,1374.765605285524,Temperate
HT_IL_Olena,1,Olena,IL,40.7855953,-90.9387517,40.3495,-88.9861,"Olena, IL",Midwest,186.0,2721.992604872588,1427.8217716642703,1287.4354338458043,Temperate
HT_IL_Olney,1,Olney,IL,38.7296538,-88.0846891,40.3495,-88.9861,"Olney, IL",Midwest,147.0,2989.524705767041,1225.6193920407427,1199.1142741888807,Subtropical
HT_IL_Onarga,1,Onarga,IL,40.715035,-88.0061509,40.3495,-88.9861,"Onarga, IL",Midwest,208.0,2969.563485538513,1181.7275112488578,1181.7275112488578,Temperate
HT_IL_Oregon,1,Oregon,IL,42.0147513,-89.3323279,40.3495,-88.9861,"Oregon, IL",Midwest,217.0,2850.420388614348,1288.7374334408323,1288.7374334408323,Temperate
HT_IL_Ottawa,3,Ottawa,IL,41.3516628,-88.845436,40.3495,-88.9861,"Ottawa, IL",Midwest,147.0,2894.0621177325474,1248.3983744685263,1248.3983744685263,Temperate
HT_IL_Palos_Heights,2,Palos Heights,IL,41.6681632,-87.7962812,40.3495,-88.9861,"Palos Heights, IL",Midwest,191.0,2979.513686550187,1160.5024891404166,1160.5024891404166,Temperate
HT_IL_Pana,1,Pana,IL,39.3889311,-89.0800809,40.3495,-88.9861,"Pana, IL",Midwest,213.0,2894.0061148787686,1293.0297772484887,1213.246914744818,Subtropical
HT_IL_Park_Ridge,3,Park Ridge,IL,42.0112329,-87.8406031,40.3495,-88.9861,"Park Ridge, IL",Midwest,198.0,2973.9175149304388,1165.228316127195,1165.228316127195,Temperate
HT_IL_Pekin,1,Pekin,IL,40.5687911,-89.6501621,40.3495,-88.9861,"Pekin, IL",Midwest,146.0,2832.309832794938,1321.6891548313185,1306.663566712334,Temperate
HT_IL_Peoria,10,Peoria,IL,40.6938609,-89.5891008,40.3495,-88.9861,"Peoria, IL",Midwest,156.0,2836.4122729208552,1315.2167834218437,1315.2167834218437,Temperate
HT_IL_Peru,1,Peru,IL,41.3272919,-89.1287636,40.3495,-88.9861,"Peru, IL",Midwest,185.0,2870.5360607808657,1272.1863851035946,1272.1863851035946,Temperate
HT_IL_Petersburg,1,Petersburg,IL,40.0117151,-89.8481652,40.3495,-88.9861,"Petersburg, IL",Midwest,160.0,2820.903658078747,1346.0689588423813,1243.558353309834,Temperate
HT_IL_Phoenix,1,Phoenix,IL,41.6147151,-87.6323811,40.3495,-88.9861,"Phoenix, IL",Midwest,185.0,2993.491537102515,1146.7885343382834,1146.7885343382834,Temperate
HT_IL_Plainfield,1,Plainfield,IL,41.6086711,-88.2054345,40.3495,-88.9861,"Plainfield, IL",Midwest,188.0,2945.842804368128,1194.550167069604,1194.550167069604,Temperate
HT_IL_Pontiac,1,Pontiac,IL,40.8808666,-88.6297839,40.3495,-88.9861,"Pontiac, IL",Midwest,199.0,2915.6076501789407,1232.8499210441992,1232.8499210441992,Temperate
HT_IL_Princeton,1,Princeton,IL,41.368092,-89.4648145,40.3495,-88.9861,"Princeton, IL",Midwest,221.0,2842.211907023683,1300.1437191042585,1300.1437191042585,Temperate
HT_IL_Quincy,3,Quincy,IL,39.9356016,-91.4098727,40.3495,-88.9861,"Quincy, IL",Midwest,171.0,2688.8112309041176,1479.2221752238759,1185.1335824238986,Subtropical
HT_IL_Red_Bud,1,Red Bud,IL,38.2117173,-89.9942741,40.3495,-88.9861,"Red Bud, IL",Midwest,142.0,2833.9606261146882,1401.5884138390663,1060.3751630252796,Subtropical
HT_IL_River_Forest,2,River Forest,IL,41.8978091,-87.8139483,40.3495,-88.9861,"River Forest, IL",Midwest,197.0,2976.708709491872,1162.5391374322421,1162.5391374322421,Temperate
HT_IL_Riverdale,1,Riverdale,IL,41.6333678,-87.6331021,40.3495,-88.9861,"Riverdale, IL",Midwest,187.0,2993.307928673847,1146.868001960439,1146.868001960439,Temperate
HT_IL_Riverside,1,Riverside,IL,41.8323474,-87.8153195,40.3495,-88.9861,"Riverside, IL",Midwest,192.0,2976.9552254055866,1162.4354435321575,1162.4354435321575,Temperate
HT_IL_Rock_Island,5,Rock Island,IL,41.4411786,-90.5766144,40.3495,-88.9861,"Rock Island, IL",Midwest,183.0,2748.9818819764046,1392.7639040112144,1366.2383015513317,Temperate
HT_IL_Rockford,9,Rockford,IL,42.2713945,-89.093966,40.3495,-88.9861,"Rockford, IL",Midwest,226.0,2869.412091795551,1270.058414987495,1270.058414987495,Temperate
HT_IL_Schaumburg,1,Schaumburg,IL,42.0333608,-88.083406,40.3495,-88.9861,"Schaumburg, IL",Midwest,247.0,2953.7217525818537,1185.4240986415257,1185.4240986415257,Temperate
HT_IL_Schiller_Park,1,Schiller Park,IL,41.9558637,-87.8708965,40.3495,-88.9861,"Schiller Park, IL",Midwest,195.0,2971.6864940638834,1167.4876991260057,1167.4876991260057,Temperate
HT_IL_Scott_Air_Force_Base,1,Scott Air Force Base,IL,38.543839,-89.8527741,40.3495,-88.9861,"Scott Air Force Base, IL",Midwest,138.0,2840.4844312736636,1379.6837168186407,1098.5746326240026,Subtropical
HT_IL_Seward,1,Seward,IL,42.2389105,-89.3578886,40.3495,-88.9861,"Seward, IL",Midwest,271.0,2847.7123273790385,1291.6531026950086,1291.6531026950086,Temperate
HT_IL_Sheldon,1,Sheldon,IL,40.7692032,-87.5639173,40.3495,-88.9861,"Sheldon, IL",Midwest,211.0,3006.2378184779686,1144.027051928715,1144.027051928715,Temperate
HT_IL_Skokie,2,Skokie,IL,42.0262972,-87.7521069,40.3495,-88.9861,"Skokie, IL",Midwest,191.0,2981.1657476343025,1157.9805784394587,1157.9805784394587,Temperate
HT_IL_Springfield,16,Springfield,IL,39.7990175,-89.6439575,40.3495,-88.9861,"Springfield, IL",Midwest,183.0,2840.656182315456,1332.4802150297157,1230.0890765539339,Subtropical
HT_IL_St._Charles,1,St. Charles,IL,41.9139808,-88.3128183,40.3495,-88.9861,"St. Charles, IL",Midwest,207.0,2935.277311339915,1203.9671168657376,1203.9671168657376,Temperate
HT_IL_St._Joseph,1,St. Joseph,IL,40.1117007,-88.0417048,40.3495,-88.9861,"St. Joseph, IL",Midwest,206.0,2973.092018506711,1191.9212600013882,1191.9212600013882,Temperate
HT_IL_Staunton,1,Staunton,IL,39.0121862,-89.7884869,40.3495,-88.9861,"Staunton, IL",Midwest,191.0,2838.6954464012956,1361.6676111956688,1146.8700444944739,Subtropical
HT_IL_Sterling,1,Sterling,IL,41.788253,-89.6953656,40.3495,-88.9861,"Sterling, IL",Midwest,206.0,2821.0715339784592,1318.5803171726125,1318.5803171726125,Temperate
HT_IL_Stonefort,1,Stonefort,IL,37.6142165,-88.7081133,40.3495,-88.9861,"Stonefort, IL",Midwest,123.0,2956.873239847132,1314.6014144758549,1067.1758955266946,Subtropical
HT_IL_Taylorville,1,Taylorville,IL,39.5487452,-89.2941549,40.3495,-88.9861,"Taylorville, IL",Midwest,194.0,2873.575668238052,1307.7415151845566,1219.5832791801527,Subtropical
HT_IL_Thomasboro,1,Thomasboro,IL,40.2417001,-88.1842134,40.3495,-88.9861,"Thomasboro, IL",Midwest,226.0,2959.5074612872027,1202.0925318360423,1202.0925318360423,Temperate
HT_IL_Urbana,5,Urbana,IL,40.1117174,-88.207301,40.3495,-88.9861,"Urbana, IL",Midwest,226.0,2959.055026091762,1205.90949013624,1205.90949013624,Temperate
HT_IL_Versailles,1,Versailles,IL,39.8850477,-90.6559611,40.3495,-88.9861,"Versailles, IL",Midwest,193.0,2753.5182218626496,1416.438567432266,1202.6438545286182,Subtropical
HT_IL_Vienna,1,Vienna,IL,37.4153295,-88.8978435,40.3495,-88.9861,"Vienna, IL",Midwest,123.0,2944.617827714278,1337.9405377953867,1039.4520202202625,Subtropical
HT_IL_Washburn,1,Washburn,IL,40.9181579,-89.2912489,40.3495,-88.9861,"Washburn, IL",Midwest,210.0,2859.717354686514,1288.166796259179,1288.166796259179,Temperate
HT_IL_Waterman,1,Waterman,IL,41.7716963,-88.7736942,40.3495,-88.9861,"Waterman, IL",Midwest,257.0,2897.7097501348376,1241.9499789308304,1241.9499789308304,Temperate
HT_IL_Waukegan,2,Waukegan,IL,42.3602273,-87.8318164,40.3495,-88.9861,"Waukegan, IL",Midwest,203.0,2973.160189666099,1166.8210926176039,1166.8210926176039,Temperate
HT_IL_Westchester,1,Westchester,IL,41.8505866,-87.8820048,40.3495,-88.9861,"Westchester, IL",Midwest,196.0,2971.322232674751,1168.0271556087764,1168.0271556087764,Temperate
HT_IL_Westmont,1,Westmont,IL,41.7950525,-87.9751964,40.3495,-88.9861,"Westmont, IL",Midwest,232.0,2963.896795232959,1175.6167242034362,1175.6167242034362,Temperate
HT_IL_Wheaton,3,Wheaton,IL,41.8646959,-88.1101709,40.3495,-88.9861,"Wheaton, IL",Midwest,233.0,2952.323099187168,1187.0080962507739,1187.0080962507739,Temperate
HT_IL_White_Hall,1,White Hall,IL,39.4368807,-90.4024169,40.3495,-88.9861,"White Hall, IL",Midwest,176.0,2780.298461608978,1403.713887719691,1165.6284080616258,Subtropical
HT_IL_Wilmette,2,Wilmette,IL,42.076066,-87.7115555,40.3495,-88.9861,"Wilmette, IL",Midwest,192.0,2984.2762935328255,1154.8968324572438,1154.8968324572438,Temperate
HT_IL_Winfield,2,Winfield,IL,41.8616956,-88.1609031,40.3495,-88.9861,"Winfield, IL",Midwest,240.0,2948.1308394859925,1191.210473154184,1191.210473154184,Temperate
HT_IL_Winnetka,3,Winnetka,IL,42.1080703,-87.7365286,40.3495,-88.9861,"Winnetka, IL",Midwest,201.0,2982.060422362047,1157.1473743660438,1157.1473743660438,Temperate
HT_IL_Zenobia,1,Zenobia,IL,39.5286634,-89.5337073,40.3495,-88.9861,"Zenobia, IL",Midwest,189.0,2853.3828521410305,1328.3930305439587,1207.8078720221108,Subtropical
HT_IN_?,2,?,IN,40.3270127,-86.1746933,39.8494,-86.2604,"?, IN",Midwest,275.0,3128.3398913193164,1031.2718260258944,1031.2718260258944,Temperate
HT_IN_Anderson,2,Anderson,IN,40.1053196,-85.6802541,39.8494,-86.2604,"Anderson, IN",Midwest,276.0,3173.1109888114934,992.4938195790636,992.4938195790636,Temperate
HT_IN_Beach_Grove,1,Beach Grove,IN,39.7133774,-87.0100119,39.8494,-86.2604,"Beach Grove, IN",Midwest,242.0,3065.925075693721,1111.5196379365875,1111.5196379365875,Subtropical
HT_IN_Benton,1,Benton,IN,40.6034281,-87.3235164,39.8494,-86.2604,"Benton, IN",Midwest,253.0,3028.1888184685085,1125.2270680127435,1125.2270680127435,Temperate
HT_IN_Bloomington,10,Bloomington,IN,39.1670396,-86.5342881,39.8494,-86.2604,"Bloomington, IN",Midwest,241.0,3114.966477481535,1083.4736771578894,1083.4736771578894,Subtropical
HT_IN_Bluffton,1,Bluffton,IN,40.7386579,-85.1716368,39.8494,-86.2604,"Bluffton, IN",Midwest,250.0,3207.5716714459277,942.6739732832137,942.6739732832137,Temperate
HT_IN_Bourbon,2,Bourbon,IN,41.2956002,-86.1163889,39.8494,-86.2604,"Bourbon, IN",Midwest,258.0,3122.3985718254394,1020.0677601144774,1020.0677601144774,Temperate
HT_IN_Brownsburg,1,Brownsburg,IN,39.8444409,-86.3968962,39.8494,-86.2604,"Brownsburg, IN",Midwest,272.0,3116.121613080274,1057.3069002021846,1057.3069002021846,Subtropical
HT_IN_Bunker_Hill,1,Bunker Hill,IN,40.6605627,-86.1030828,39.8494,-86.2604,"Bunker Hill, IN",Midwest,252.0,3130.2601889341304,1021.8019258990062,1021.8019258990062,Temperate
HT_IN_Carmel,3,Carmel,IN,39.9784186,-86.1283681,39.8494,-86.2604,"Carmel, IN",Midwest,253.0,3136.9755678269544,1032.3344273861985,1032.3344273861985,Subtropical
HT_IN_Chalmers,1,Chalmers,IN,40.6630933,-86.8694571,39.8494,-86.2604,"Chalmers, IN",Midwest,217.0,3065.765990202566,1086.3982775641007,1086.3982775641007,Temperate
HT_IN_Clinton,1,Clinton,IN,40.2992769,-86.4692735,39.8494,-86.2604,"Clinton, IN",Midwest,267.0,3103.822098026961,1056.4992736083207,1056.4992736083207,Temperate
HT_IN_Clinton_County,1,Clinton County,IN,40.2992769,-86.4692735,39.8494,-86.2604,"Clinton County, IN",Midwest,267.0,3103.822098026961,1056.4992736083207,1056.4992736083207,Temperate
HT_IN_Columbia_City,1,Columbia City,IN,41.156928,-85.4884616,39.8494,-86.2604,"Columbia City, IN",Midwest,264.0,3176.225545190265,967.5832874077996,967.5832874077996,Temperate
HT_IN_Columbus,2,Columbus,IN,39.2014405,-85.9213796,39.8494,-86.2604,"Columbus, IN",Midwest,196.0,3166.724410875632,1031.034304017967,1031.034304017967,Subtropical
HT_IN_Crawfordsville,1,Crawfordsville,IN,40.0408627,-86.8997385,39.8494,-86.2604,"Crawfordsville, IN",Midwest,238.0,3070.7627317272318,1096.5190935095725,1096.5190935095725,Temperate
HT_IN_Crown_Point,2,Crown Point,IN,41.4169806,-87.3653136,39.8494,-86.2604,"Crown Point, IN",Midwest,227.0,3017.159207576644,1124.483925054505,1124.483925054505,Temperate
HT_IN_Decatur,1,Decatur,IN,39.2862128,-85.4943058,39.8494,-86.2604,"Decatur, IN",Midwest,254.0,3201.703455623843,992.9935983953993,992.9935983953993,Subtropical
HT_IN_East_Chicago,2,East Chicago,IN,41.6397857,-87.4548466,39.8494,-86.2604,"East Chicago, IN",Midwest,180.0,3008.090516071148,1132.0249895690176,1132.0249895690176,Temperate
HT_IN_Edwardsport,1,Edwardsport,IN,38.811991,-87.2522367,39.8494,-86.2604,"Edwardsport, IN",Midwest,157.0,3059.565233530998,1153.3343536766495,1153.3343536766495,Subtropical
HT_IN_Elkhart,3,Elkhart,IN,41.6012796,-85.8590603,39.8494,-86.2604,"Elkhart, IN",Midwest,239.0,3141.0594269653434,998.9707056746726,998.9707056746726,Temperate
HT_IN_Elwood,1,Elwood,IN,40.2769834,-85.8419246,39.8494,-86.2604,"Elwood, IN",Midwest,261.0,3157.089199210306,1003.7864886959902,1003.7864886959902,Temperate
HT_IN_Evansville,6,Evansville,IN,37.970495,-87.5715641,39.8494,-86.2604,"Evansville, IN",Midwest,121.0,3047.929810796893,1207.0527131096437,1160.8775485241872,Subtropical
HT_IN_Fort_Wayne,9,Fort Wayne,IN,41.0799898,-85.1386015,39.8494,-86.2604,"Fort Wayne, IN",Midwest,240.0,3206.3064438831025,938.3560592450272,938.3560592450272,Temperate
HT_IN_Frankfort,1,Frankfort,IN,40.2797657,-86.5108244,39.8494,-86.2604,"Frankfort, IN",Midwest,265.0,3100.560729391255,1060.2579237122068,1060.2579237122068,Temperate
HT_IN_Franklin,1,Franklin,IN,39.4149034,-85.0563234,39.8494,-86.2604,"Franklin, IN",Midwest,227.0,3236.809287490547,953.0396201010216,953.0396201010216,Subtropical
HT_IN_French_Lick,1,French Lick,IN,38.5502547,-86.6199659,39.8494,-86.2604,"French Lick, IN",Midwest,151.0,3118.5892227553622,1108.1572658387825,1108.1572658387825,Subtropical
HT_IN_Gary,8,Gary,IN,41.6020962,-87.3370646,39.8494,-86.2604,"Gary, IN",Midwest,190.0,3018.1477313687365,1122.1595071780753,1122.1595071780753,Temperate
HT_IN_Geneva,1,Geneva,IN,40.5924473,-84.9612944,39.8494,-86.2604,"Geneva, IN",Midwest,257.0,3227.1037911918897,926.0436414036801,926.0436414036801,Temperate
HT_IN_Goshen,1,Goshen,IN,41.5850394,-85.8344491,39.8494,-86.2604,"Goshen, IN",Midwest,244.0,3143.2463093389974,996.8662893741187,996.8662893741187,Temperate
HT_IN_Greenfield,1,Greenfield,IN,39.7855096,-85.7681979,39.8494,-86.2604,"Greenfield, IN",Midwest,271.0,3170.344945208153,1005.2766591650608,1005.2766591650608,Subtropical
HT_IN_Griffin,1,Griffin,IN,38.2041525,-87.9146634,39.8494,-86.2604,"Griffin, IN",Midwest,116.0,3013.7020135423186,1227.5753484855688,1161.7001038236572,Subtropical
HT_IN_Hammond,3,Hammond,IN,41.6173959,-87.5220108,39.8494,-86.2604,"Hammond, IN",Midwest,182.0,3002.655692933015,1137.5926658056023,1137.5926658056023,Temperate
HT_IN_Hanover_Township,1,Hanover Township,IN,41.4059162,-87.4785977,39.8494,-86.2604,"Hanover Township, IN",Midwest,224.0,3007.794917286686,1133.9659463308049,1133.9659463308049,Temperate
HT_IN_Hazleton,1,Hazleton,IN,38.4889362,-87.5416891,39.8494,-86.2604,"Hazleton, IN",Midwest,130.0,3040.4861399600063,1187.2003618584813,1187.2003618584813,Subtropical
HT_IN_Indianapolis,48,Indianapolis,IN,39.7683331,-86.1583502,39.8494,-86.2604,"Indianapolis, IN",Midwest,247.0,3137.486012517444,1038.5460832101612,1038.5460832101612,Subtropical
HT_IN_Kokomo,2,Kokomo,IN,40.4864444,-86.1336351,39.8494,-86.2604,"Kokomo, IN",Midwest,247.0,3129.7893122914793,1026.0025640438284,1026.0025640438284,Temperate
HT_IN_Lafayette,3,Lafayette,IN,40.4191229,-86.8919011,39.8494,-86.2604,"Lafayette, IN",Midwest,174.0,3066.6686203333975,1090.747002701721,1090.747002701721,Temperate
HT_IN_Lawrenceburg,1,Lawrenceburg,IN,39.090891,-84.8499504,39.8494,-86.2604,"Lawrenceburg, IN",Midwest,146.0,3260.1189886852276,944.0009194777455,944.0009194777455,Subtropical
HT_IN_Liberty,1,Liberty,IN,39.6356048,-84.931071,39.8494,-86.2604,"Liberty, IN",Midwest,300.0,3243.767779722105,937.5886432290906,937.5886432290906,Subtropical
HT_IN_Madison,1,Madison,IN,40.1624531,-85.7260804,39.8494,-86.2604,"Madison, IN",Midwest,265.0,3168.4363750007456,995.5388631409859,995.5388631409859,Temperate
HT_IN_Marion,1,Marion,IN,40.5583739,-85.6591442,39.8494,-86.2604,"Marion, IN",Midwest,245.0,3168.8474589041375,985.2455355935,985.2455355935,Temperate
HT_IN_Markle,1,Markle,IN,40.8292133,-85.3355283,39.8494,-86.2604,"Markle, IN",Midwest,246.0,3192.720169251753,955.9243254457454,955.9243254457454,Temperate
HT_IN_Merrillville,2,Merrillville,IN,41.4828144,-87.3328139,39.8494,-86.2604,"Merrillville, IN",Midwest,203.0,3019.3683198708663,1121.7378041988889,1121.7378041988889,Temperate
HT_IN_Michigan_City,1,Michigan City,IN,41.7075394,-86.8950297,39.8494,-86.2604,"Michigan City, IN",Midwest,192.0,3054.145695143343,1085.567976267409,1085.567976267409,Temperate
HT_IN_Mishawaka,1,Mishawaka,IN,41.6611642,-86.1807031,39.8494,-86.2604,"Mishawaka, IN",Midwest,218.0,3113.832763859577,1025.967296604911,1025.967296604911,Temperate
HT_IN_Montmorenci,1,Montmorenci,IN,40.4742011,-87.0294574,39.8494,-86.2604,"Montmorenci, IN",Midwest,213.0,3054.4186580370038,1101.7436853704908,1101.7436853704908,Temperate
HT_IN_Mooresville,1,Mooresville,IN,39.6128243,-86.37416,39.8494,-86.2604,"Mooresville, IN",Midwest,218.0,3121.4902969455948,1059.8097722867924,1059.8097722867924,Subtropical
HT_IN_Muncie,7,Muncie,IN,40.1936892,-85.3865271,39.8494,-86.2604,"Muncie, IN",Midwest,291.0,3196.6896726241353,966.4119448246296,966.4119448246296,Temperate
HT_IN_New_Albany,2,New Albany,IN,38.2856247,-85.8241312,39.8494,-86.2604,"New Albany, IN",Midwest,140.0,3192.1808003448386,1050.7114133944258,1050.7114133944258,Subtropical
HT_IN_New_Ross,1,New Ross,IN,39.9646684,-86.7142301,39.8494,-86.2604,"New Ross, IN",Midwest,273.0,3087.5135208955,1082.0629392784601,1082.0629392784601,Subtropical
HT_IN_New_Salisbury,1,New Salisbury,IN,38.3136764,-86.0949722,39.8494,-86.2604,"New Salisbury, IN",Midwest,224.0,3168.317830841911,1072.2148373106368,1072.2148373106368,Subtropical
HT_IN_Newburgh,1,Newburgh,IN,37.9456824,-87.4046571,39.8494,-86.2604,"Newburgh, IN",Midwest,124.0,3062.854303434248,1194.0752652139474,1168.4231038321968,Subtropical
HT_IN_Noblesville,1,Noblesville,IN,40.0460881,-86.0139854,39.8494,-86.2604,"Noblesville, IN",Midwest,236.0,3145.7077566578364,1021.5926086719961,1021.5926086719961,Temperate
HT_IN_Pendleton,1,Pendleton,IN,40.0024801,-85.745948,39.8494,-86.2604,"Pendleton, IN",Midwest,260.0,3169.020285708866,999.63287415131,999.63287415131,Temperate
HT_IN_Petersburg,1,Petersburg,IN,38.4919935,-87.2786244,39.8494,-86.2604,"Petersburg, IN",Midwest,151.0,3063.060073688797,1165.0796463368033,1165.0796463368033,Subtropical
HT_IN_Plainfield,1,Plainfield,IN,39.703872,-86.399477,39.8494,-86.2604,"Plainfield, IN",Midwest,227.0,3117.9640246179947,1060.137102515703,1060.137102515703,Subtropical
HT_IN_Plymouth,1,Plymouth,IN,41.3436555,-86.3097278,39.8494,-86.2604,"Plymouth, IN",Midwest,246.0,3105.821142024257,1036.2298365978218,1036.2298365978218,Temperate
HT_IN_Portland,1,Portland,IN,40.4344895,-84.9777455,39.8494,-86.2604,"Portland, IN",Midwest,277.0,3227.8299231016636,928.9421614208674,928.9421614208674,Temperate
HT_IN_Princeton,1,Princeton,IN,38.355439,-87.5678034,39.8494,-86.2604,"Princeton, IN",Midwest,153.0,3040.7251117828837,1193.6177218850405,1193.6177218850405,Subtropical
HT_IN_Richmond,2,Richmond,IN,39.8286897,-84.8898521,39.8494,-86.2604,"Richmond, IN",Midwest,297.0,3244.1594266130214,930.3155894138771,930.3155894138771,Subtropical
HT_IN_Rushville,1,Rushville,IN,39.6080469,-85.4453688,39.8494,-86.2604,"Rushville, IN",Midwest,292.0,3200.5295665766625,981.5354281353957,981.5354281353957,Subtropical
HT_IN_Seymour,1,Seymour,IN,38.9592201,-85.8902547,39.8494,-86.2604,"Seymour, IN",Midwest,185.0,3173.625230641612,1034.873737523558,1034.873737523558,Subtropical
HT_IN_Sheridan,1,Sheridan,IN,40.1349677,-86.2202749,39.8494,-86.2604,"Sheridan, IN",Midwest,292.0,3127.0259769125178,1037.6904442984282,1037.6904442984282,Temperate
HT_IN_Shiloh,1,Shiloh,IN,39.7659146,-86.3234242,39.8494,-86.2604,"Shiloh, IN",Midwest,243.0,3123.5044694201342,1052.5332521811083,1052.5332521811083,Subtropical
HT_IN_South_Bend,8,South Bend,IN,41.6833813,-86.2500066,39.8494,-86.2604,"South Bend, IN",Midwest,212.0,3107.8986113098695,1031.8166594701663,1031.8166594701663,Temperate
HT_IN_Speedway,1,Speedway,IN,39.7881233,-86.2407144,39.8494,-86.2604,"Speedway, IN",Midwest,220.0,3130.199735011904,1045.134696128156,1045.134696128156,Subtropical
HT_IN_Star_City,1,Star City,IN,40.9719853,-86.5561179,39.8494,-86.2604,"Star City, IN",Midwest,223.0,3088.8047360673663,1057.8991838548186,1057.8991838548186,Temperate
HT_IN_Sullivan,2,Sullivan,IN,39.0492722,-87.4172644,39.8494,-86.2604,"Sullivan, IN",Midwest,143.0,3041.4030226547025,1160.8087574513706,1160.8087574513706,Subtropical
HT_IN_Terre_Haute,10,Terre Haute,IN,39.4667025,-87.4139119,39.8494,-86.2604,"Terre Haute, IN",Midwest,152.0,3035.1425679027625,1150.646195576423,1150.646195576423,Subtropical
HT_IN_Vernon,1,Vernon,IN,38.9847765,-85.609412,39.8494,-86.2604,"Vernon, IN",Midwest,207.0,3197.1808516254773,1010.6075289986591,1010.6075289986591,Subtropical
HT_IN_Vigo_County,1,Vigo County,IN,39.4174652,-87.3974269,39.8494,-86.2604,"Vigo County, IN",Midwest,152.0,3037.2879977729644,1150.328772476778,1150.328772476778,Subtropical
HT_IN_Vincennes,2,Vincennes,IN,38.6772691,-87.5286325,39.8494,-86.2604,"Vincennes, IN",Midwest,131.0,3038.2075191512768,1180.4184654197866,1180.4184654197866,Subtropical
HT_IN_Warren,1,Warren,IN,40.3424546,-87.3564255,39.8494,-86.2604,"Warren, IN",Midwest,214.0,3028.351375332891,1130.8793508100757,1130.8793508100757,Temperate
HT_IN_Warsaw,2,Warsaw,IN,41.2381017,-85.8530544,39.8494,-86.2604,"Warsaw, IN",Midwest,251.0,3144.9387308639234,998.0533055785988,998.0533055785988,Temperate
HT_IN_West_Lafayette,1,West Lafayette,IN,40.4258686,-86.9080655,39.8494,-86.2604,"West Lafayette, IN",Midwest,189.0,3065.224625348545,1092.0347347483676,1092.0347347483676,Temperate
HT_IN_Westport,1,Westport,IN,39.1758853,-85.5730273,39.8494,-86.2604,"Westport, IN",Midwest,246.0,3196.8957587441114,1002.4012997471877,1002.4012997471877,Subtropical
HT_IN_Worthington,1,Worthington,IN,39.1185576,-86.976599,39.8494,-86.2604,"Worthington, IN",Midwest,159.0,3077.9652755226703,1121.9340131139518,1121.9340131139518,Subtropical
HT_IN_Yorktown,1,Yorktown,IN,40.1736547,-85.4941396,39.8494,-86.2604,"Yorktown, IN",Midwest,282.0,3187.880588584463,975.7827323807107,975.7827323807107,Temperate
HT_IN_Zionsville,1,Zionsville,IN,39.950724,-86.2616968,39.8494,-86.2604,"Zionsville, IN",Midwest,259.0,3126.0696113106587,1044.0556923314186,1044.0556923314186,Subtropical
HT_KS_?,1,?,KS,38.27312,-98.5821872,38.5266,-96.7265,"?, KS",Midwest,561.0,2087.926873794243,2124.3250806709225,989.5846401309675,Subtropical
HT_KS_Abilene,2,Abilene,KS,38.917252,-97.21377,38.5266,-96.7265,"Abilene, KS",Midwest,358.0,2200.0648789058087,1991.2717287285823,1029.7661304389467,Subtropical
HT_KS_Anthony,2,Anthony,KS,37.1533554,-98.0311728,38.5266,-96.7265,"Anthony, KS",Midwest,417.0,2152.556444800291,2113.3613159283605,856.3763295644949,Subtropical
HT_KS_Arkansas_City,1,Arkansas City,KS,37.0622562,-97.0388338,38.5266,-96.7265,"Arkansas City, KS",Midwest,346.0,2241.2172321745097,2032.85682279955,824.5665390953466,Subtropical
HT_KS_Ashland,1,Ashland,KS,37.1886376,-99.7656834,38.5266,-96.7265,"Ashland, KS",Midwest,611.0,1999.809274831412,2258.5934965279253,919.3383287435394,Subtropical
HT_KS_Atchison,1,Atchison,KS,39.545816,-95.3326052,38.5266,-96.7265,"Atchison, KS",Midwest,334.0,2356.8686524842396,1817.8551609447327,1085.5525444337916,Subtropical
HT_KS_Atlanta,1,Atlanta,KS,37.4356784,-96.7691606,38.5266,-96.7265,"Atlanta, KS",Midwest,438.0,2258.1238414137893,1997.2481027024164,861.1268210730385,Subtropical
HT_KS_Baileyville,1,Baileyville,KS,39.8444434,-96.1850063,38.5266,-96.7265,"Baileyville, KS",Midwest,403.0,2281.9837842720035,1883.6812871415261,1121.17208850942,Subtropical
HT_KS_Baxter_Springs,1,Baxter Springs,KS,37.0235753,-94.7352387,38.5266,-96.7265,"Baxter Springs, KS",Midwest,257.0,2443.726201201801,1840.3628176347086,807.7274753821229,Subtropical
HT_KS_Beloit,3,Beloit,KS,39.458684,-98.108282,38.5266,-96.7265,"Beloit, KS",Midwest,430.0,2119.083555179241,2053.8628509253313,1104.635993114998,Subtropical
